city_development_index,experience_num,last_new_job_num,company_size_num,education_num,company_type_was_missing,company_size_was_missing,gender_was_missing,gender_Female,gender_Male,gender_Other,gender_Unknown,relevent_experience_Has relevent experience,relevent_experience_No relevent experience,enrolled_university_Full time course,enrolled_university_Part time course,enrolled_university_no_enrollment,major_discipline_Arts,major_discipline_Business Degree,major_discipline_Humanities,major_discipline_No Major,major_discipline_Other,major_discipline_STEM,major_discipline_Unknown,company_type_Early Stage Startup,company_type_Funded Startup,company_type_NGO,company_type_Other,company_type_Public Sector,company_type_Pvt Ltd,company_type_Unknown,target,training_hours_log,career_stage_num,stability_score,upskilling_intensity
0.762,9.0,5.0,0.0,3.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,4.2626798770413155,1,0.5,0.42626798770413155
0.7959999999999999,6.0,1.0,0.0,3.0,1,1,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,4.804021044733257,1,0.1,0.6862887206761795
0.754,7.0,4.0,0.0,3.0,1,1,0,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,0.0,4.3694478524670215,1,0.4,0.5461809815583777
0.698,7.0,1.0,0.0,3.0,1,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,1.9459101490553132,1,0.1,0.24323876863191415
0.624,2.0,1.0,1.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,4.04305126783455,0,0.1625,1.34768375594485
0.897,6.0,1.0,3.0,4.0,0,0,1,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.0,4.204692619390966,1,0.2875,0.6006703741987094
0.925,20.0,2.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,1.6094379124341003,2,0.3875,0.07663990059210002
0.624,9.0,1.0,7.0,4.0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.143134726391533,1,0.5375,0.41431347263915325
0.802,2.0,2.0,2.0,3.0,0,0,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.9318256327243257,0,0.325,1.310608544241442
0.913,12.0,2.0,3.0,3.0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.5649493574615367,2,0.3875,0.1973037967278105
0.898,14.0,5.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,5.501258210544727,2,0.6875,0.3667505473696485
0.897,21.0,5.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,5.056245805348308,2,0.6875,0.22982935478855945
0.887,21.0,5.0,5.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.091042453358316,2,0.8125,0.14050192969810527
0.754,20.0,5.0,0.0,4.0,0,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.204692619390966,2,0.5,0.20022345806623645
0.92,21.0,2.0,8.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.110873864173311,2,0.7,0.1868579029169687
0.897,5.0,2.0,0.0,4.0,0,1,0,True,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,0.0,4.553876891600541,1,0.2,0.7589794819334235
0.91,15.0,1.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.0,4.290459441148391,2,0.2875,0.26815371507177443
0.915,5.0,1.0,0.0,3.0,1,1,1,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,4.969813299576001,1,0.1,0.8283022165960001
0.92,11.0,4.0,0.0,1.0,1,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,3.044522437723423,2,0.4,0.2537102031436186
0.895,2.0,1.0,2.0,3.0,0,0,0,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,1.0986122886681098,0,0.225,0.3662040962227033
0.836,9.0,2.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.418840607796598,1,0.45,0.4418840607796598
0.698,1.0,1.0,0.0,3.0,1,1,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.871201010907891,0,0.1,1.9356005054539456
0.923,21.0,5.0,5.0,5.0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.6390573296152584,2,0.8125,0.11995715134614811
0.92,0.0,0.0,0.0,1.0,1,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,2.5649493574615367,0,0.0,2.5649493574615367
0.7659999999999999,6.0,2.0,3.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,5.645446897643238,1,0.3875,0.8064924139490339
0.698,4.0,2.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.290459441148391,1,0.45,0.8580918882296782
0.92,20.0,2.0,0.0,4.0,1,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,1.0,3.4339872044851463,2,0.2,0.16352320021357838
0.91,21.0,1.0,0.0,3.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,4.5217885770490405,2,0.1,0.20553584441132003
0.926,13.0,5.0,0.0,4.0,0,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,2.0794415416798357,2,0.5,0.14853153869141683
0.925,1.0,0.0,0.0,3.0,1,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,4.499809670330265,0,0.0,2.2499048351651325
0.89,10.0,1.0,3.0,2.0,0,0,1,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,1.0,4.465908118654584,1,0.2875,0.4059916471504167
0.884,21.0,1.0,7.0,4.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.295836866004329,2,0.5375,0.14981076663656043
0.92,4.0,1.0,6.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,3.091042453358316,1,0.475,0.6182084906716632
0.7759999999999999,10.0,1.0,1.0,3.0,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,3.4657359027997265,1,0.1625,0.3150669002545206
0.91,15.0,1.0,2.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.0,2.8903717578961645,2,0.225,0.18064823486851028
0.624,13.0,1.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.0,4.007333185232471,2,0.35,0.2862380846594622
0.887,12.0,4.0,8.0,4.0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,3.1780538303479458,2,0.9,0.2444656792575343
0.92,3.0,0.0,0.0,2.0,1,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,4.51085950651685,0,0.0,1.1277148766292124
0.92,11.0,0.0,0.0,2.0,1,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0,3.6375861597263857,2,0.0,0.3031321799771988
0.91,5.0,1.0,0.0,2.0,1,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,3.7376696182833684,1,0.1,0.6229449363805614
0.92,4.0,1.0,7.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,5.081404364984463,1,0.5375,1.0162808729968926
0.926,14.0,1.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.0,4.442651256490317,2,0.2875,0.29617675043268776
0.698,7.0,1.0,0.0,2.0,1,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0,2.5649493574615367,1,0.1,0.3206186696826921
0.92,9.0,0.0,8.0,4.0,0,0,0,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,5.209486152841421,1,0.5,0.5209486152841422
0.887,21.0,5.0,6.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.9444389791664403,2,0.875,0.13383813541665637
0.92,21.0,1.0,0.0,5.0,1,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,1.3862943611198906,2,0.1,0.06301338005090412
0.939,10.0,4.0,2.0,3.0,0,0,0,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.454347296253507,1,0.525,0.4049406632957734
0.897,7.0,0.0,5.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.0,3.091042453358316,1,0.3125,0.3863803066697895
0.92,5.0,1.0,0.0,3.0,0,1,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,4.624972813284271,1,0.1,0.7708288022140452
0.698,11.0,1.0,2.0,2.0,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,3.4965075614664802,2,0.225,0.2913756301222067
0.91,11.0,1.0,0.0,3.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.6635616461296463,2,0.1,0.3052968038441372
0.742,21.0,5.0,8.0,3.0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,0.0,3.8066624897703196,2,1.0,0.17303011317137817
0.836,9.0,1.0,8.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.8903717578961645,1,0.6,0.28903717578961646
0.624,8.0,2.0,6.0,4.0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.9512437185814275,1,0.575,0.4390270798423808
0.579,3.0,0.0,8.0,3.0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,4.23410650459726,0,0.5,1.058526626149315
0.624,1.0,1.0,4.0,4.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,4.897839799950911,0,0.35,2.4489198999754556
0.624,21.0,5.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.970291913552122,2,0.6875,0.18046781425236919
0.92,20.0,1.0,6.0,4.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,5.3612921657094255,2,0.475,0.2552996269385441
0.68,4.0,1.0,0.0,3.0,1,1,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,3.8501476017100584,1,0.1,0.7700295203420117
0.92,21.0,4.0,5.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.833213344056216,2,0.7125,0.128782424729828
0.92,4.0,1.0,0.0,3.0,1,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,2.70805020110221,1,0.1,0.541610040220442
0.92,10.0,1.0,2.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.1972245773362196,1,0.225,0.19974768884874725
0.802,10.0,2.0,0.0,3.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.091042453358316,1,0.2,0.28100385939621053
0.939,13.0,1.0,1.0,3.0,0,0,0,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,0.0,3.6375861597263857,2,0.1625,0.259827582837599
0.624,5.0,1.0,0.0,3.0,1,1,1,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.871201010907891,1,0.1,0.6452001684846486
0.92,21.0,1.0,2.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,0.0,4.553876891600541,2,0.225,0.20699440416366094
0.682,5.0,1.0,4.0,3.0,0,0,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,5.820082930352362,1,0.35,0.9700138217253936
0.624,1.0,1.0,1.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,1.0,2.0794415416798357,0,0.1625,1.0397207708399179
0.802,2.0,1.0,6.0,3.0,1,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,5.1298987149230735,0,0.475,1.7099662383076912
0.92,8.0,4.0,0.0,3.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,1.0,4.04305126783455,1,0.4,0.4492279186482834
0.897,21.0,5.0,3.0,4.0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,3.8501476017100584,2,0.6875,0.17500670916863903
0.92,4.0,0.0,0.0,1.0,1,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,2.8903717578961645,1,0.0,0.5780743515792329
0.92,4.0,1.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,0.0,4.418840607796598,1,0.2875,0.8837681215593196
0.92,3.0,1.0,8.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.8066624897703196,0,0.6,0.9516656224425799
0.92,9.0,1.0,8.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.9318256327243257,1,0.6,0.39318256327243256
0.92,21.0,5.0,5.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.6888794541139363,2,0.8125,0.16767633882336075
0.91,21.0,1.0,0.0,1.0,1,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,3.7376696182833684,2,0.1,0.16989407355833494
0.897,16.0,5.0,3.0,4.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.833213344056216,2,0.6875,0.16665960847389508
0.92,21.0,1.0,6.0,3.0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.5217885770490405,2,0.475,0.20553584441132003
0.939,14.0,1.0,8.0,3.0,0,0,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.7612001156935624,2,0.6,0.2507466743795708
0.743,11.0,5.0,5.0,4.0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.394449154672439,2,0.8125,0.3662040962227033
0.92,9.0,2.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.564348191467836,1,0.3875,0.45643481914678363
0.836,10.0,1.0,0.0,3.0,1,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.7612001156935624,1,0.1,0.3419272832448693
0.5579999999999999,5.0,2.0,6.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.499809670330265,1,0.575,0.7499682783883775
0.92,5.0,5.0,4.0,4.0,0,0,1,False,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,0.0,3.367295829986474,1,0.75,0.5612159716644124
0.92,6.0,4.0,7.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.919980925828125,1,0.8375,0.7028544179754465
0.91,15.0,1.0,5.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,1.0986122886681098,2,0.4125,0.06866326804175686
0.8270000000000001,5.0,0.0,1.0,2.0,1,0,1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,2.3978952727983707,1,0.0625,0.39964921213306176
0.682,2.0,0.0,0.0,3.0,1,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,3.828641396489095,0,0.0,1.2762137988296984
0.624,10.0,3.0,0.0,3.0,1,1,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.1780538303479458,1,0.3,0.288913984577086
0.855,6.0,1.0,3.0,3.0,0,0,1,False,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,5.117993812416755,1,0.2875,0.7311419732023936
0.579,4.0,1.0,4.0,3.0,0,0,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,3.5553480614894135,1,0.35,0.7110696122978827
0.926,21.0,1.0,4.0,3.0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.1972245773362196,2,0.35,0.09987384442437362
0.804,15.0,5.0,4.0,3.0,0,0,1,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,1.9459101490553132,2,0.75,0.12161938431595708
0.926,18.0,0.0,0.0,2.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0,3.091042453358316,2,0.0,0.16268644491359557
0.624,5.0,2.0,3.0,4.0,0,0,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,3.8918202981106265,1,0.3875,0.6486367163517711
0.926,17.0,5.0,0.0,3.0,1,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,4.882801922586371,2,0.5,0.2712667734770206
0.926,10.0,2.0,0.0,4.0,1,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,3.828641396489095,1,0.2,0.34805830877173594
0.89,8.0,1.0,2.0,2.0,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,3.970291913552122,1,0.225,0.44114354595023575
0.754,2.0,2.0,4.0,4.0,0,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,3.6888794541139363,0,0.45,1.2296264847046454
0.624,2.0,1.0,8.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.276666119016055,0,0.6,1.4255553730053518
0.624,0.0,1.0,2.0,3.0,1,0,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.970291913552122,0,0.225,3.970291913552122
0.698,7.0,1.0,0.0,2.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,3.332204510175204,1,0.1,0.4165255637719005
0.897,11.0,2.0,7.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,0.0,2.5649493574615367,2,0.6375,0.2137457797884614
0.698,21.0,1.0,0.0,4.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,4.8283137373023015,2,0.1,0.2194688062410137
0.92,3.0,0.0,3.0,3.0,0,0,1,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,4.875197323201151,0,0.1875,1.2187993308002878
0.926,11.0,5.0,0.0,2.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,4.143134726391533,2,0.5,0.34526122719929436
0.92,21.0,5.0,0.0,4.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,5.351858133476067,2,0.5,0.24326627879436666
0.926,12.0,1.0,3.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.51085950651685,2,0.2875,0.34698919280898843
0.924,21.0,1.0,6.0,4.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.4339872044851463,2,0.475,0.15609032747659757
0.624,10.0,1.0,5.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.844187086458591,1,0.4125,0.4403806442235083
0.884,10.0,2.0,3.0,2.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,1.9459101490553132,1,0.3875,0.17690092264139212
0.92,1.0,1.0,0.0,3.0,1,1,0,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,4.5217885770490405,0,0.1,2.2608942885245202
0.866,21.0,5.0,4.0,5.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,1.0,4.762173934797756,2,0.75,0.2164624515817162
0.924,6.0,1.0,0.0,2.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0,4.418840607796598,1,0.1,0.6312629439709426
0.92,16.0,1.0,2.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,0.0,4.174387269895637,2,0.225,0.24555219234680217
0.624,4.0,0.0,0.0,3.0,1,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,2.8903717578961645,1,0.0,0.5780743515792329
0.924,6.0,1.0,3.0,3.0,1,0,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,3.9512437185814275,1,0.2875,0.5644633883687754
0.92,21.0,3.0,3.0,3.0,0,0,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.143134726391533,2,0.4875,0.18832430574506967
0.926,15.0,0.0,4.0,2.0,0,0,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,3.367295829986474,2,0.25,0.21045598937415463
0.92,4.0,0.0,0.0,2.0,1,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,3.8066624897703196,1,0.0,0.7613324979540639
0.624,7.0,4.0,8.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.204692619390966,1,0.9,0.5255865774238707
0.887,2.0,0.0,0.0,2.0,1,1,0,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,2.4849066497880004,0,0.0,0.8283022165960001
0.92,12.0,3.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,1.0,2.9444389791664403,2,0.55,0.22649530608972618
0.887,21.0,5.0,6.0,4.0,0,0,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,1.0,1.3862943611198906,2,0.875,0.06301338005090412
0.924,21.0,4.0,4.0,4.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,3.58351893845611,2,0.65,0.16288722447527773
0.843,3.0,0.0,0.0,2.0,1,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,0.0,3.58351893845611,0,0.0,0.8958797346140275
0.727,21.0,5.0,0.0,4.0,1,1,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,4.454347296253507,2,0.5,0.2024703316478867
0.698,21.0,1.0,3.0,3.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,1.0986122886681098,2,0.2875,0.04993692221218681
0.754,6.0,1.0,0.0,2.0,1,1,1,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,1.0,5.003946305945459,1,0.1,0.7148494722779227
0.92,3.0,0.0,0.0,1.0,0,1,0,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,0.0,4.605170185988092,0,0.0,1.151292546497023
0.92,15.0,2.0,4.0,4.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,1.6094379124341003,2,0.45,0.10058986952713127
0.92,4.0,1.0,0.0,3.0,1,1,0,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,1.0,3.367295829986474,1,0.1,0.6734591659972948
0.884,2.0,1.0,3.0,4.0,1,0,0,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,0.0,2.772588722239781,0,0.2875,0.9241962407465937
0.8959999999999999,14.0,5.0,8.0,4.0,0,0,1,False,False,False,True,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,4.574710978503383,2,1.0,0.3049807319002255
0.887,18.0,2.0,4.0,3.0,0,0,0,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,0.0,2.833213344056216,2,0.45,0.14911649179243244
